,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
5913,Bengaluru,2019-06-08,23.54,53.47,6.54,23.49,24.49,14.01,0.81,5.1,54.31,0.16,1.16,76.0,Satisfactory
5914,Bengaluru,2019-06-09,16.31,39.84,5.29,17.7,20.29,12.94,0.66,4.02,50.05,0.11,0.77,66.0,Satisfactory
5915,Bengaluru,2019-06-10,7.85,25.87,6.28,16.77,21.21,11.79,0.62,4.44,45.0,0.08,0.65,54.0,Satisfactory
5916,Bengaluru,2019-06-11,11.32,30.88,5.87,16.85,20.4,13.18,0.72,4.58,36.82,0.21,0.8,50.0,Good
5917,Bengaluru,2019-06-12,12.8,35.87,6.7,17.93,22.31,13.74,0.61,6.09,30.56,0.43,1.09,51.0,Satisfactory
5918,Bengaluru,2019-06-13,16.38,38.15,7.7,17.76,23.51,12.46,0.66,7.48,25.3,0.66,1.65,50.0,Good
5919,Bengaluru,2019-06-14,22.11,47.2,7.85,18.09,23.77,12.54,0.64,8.44,24.42,1.82,5.73,59.0,Satisfactory
5920,Bengaluru,2019-06-15,23.64,54.09,9.57,20.9,24.36,12.52,0.68,8.45,24.61,1.95,7.15,69.0,Satisfactory
5921,Bengaluru,2019-06-16,22.01,56.08,6.47,18.54,21.24,12.87,0.62,8.99,25.18,2.19,3.2,63.0,Satisfactory
5922,Bengaluru,2019-06-17,25.77,64.03,8.35,21.68,25.92,13.23,0.7,8.36,30.6,1.28,2.92,61.0,Satisfactory
5923,Bengaluru,2019-06-18,28.82,64.96,6.09,20.1,22.94,13.94,0.7,6.23,30.67,0.87,2.34,70.0,Satisfactory
5924,Bengaluru,2019-06-19,25.41,60.88,7.2,20.9,23.52,12.07,0.78,4.91,29.26,1.03,2.69,74.0,Satisfactory
5925,Bengaluru,2019-06-20,24.36,53.32,5.24,18.74,20.57,12.0,0.65,4.96,32.97,0.69,1.97,67.0,Satisfactory
5926,Bengaluru,2019-06-21,25.35,56.61,5.8,20.66,22.89,12.55,0.74,5.48,38.03,1.42,2.5,64.0,Satisfactory
5927,Bengaluru,2019-06-22,16.58,45.48,4.93,20.04,21.76,12.89,0.69,5.06,38.81,1.31,1.94,67.0,Satisfactory
5928,Bengaluru,2019-06-23,14.8,36.43,4.83,20.19,21.5,12.11,0.67,4.46,37.89,0.8,2.26,66.0,Satisfactory
5929,Bengaluru,2019-06-24,18.54,44.9,6.3,21.39,22.49,13.29,0.71,4.33,32.56,0.87,2.76,65.0,Satisfactory
5930,Bengaluru,2019-06-25,30.39,76.25,6.73,23.04,26.12,13.05,0.76,4.77,30.97,0.97,2.46,65.0,Satisfactory
5931,Bengaluru,2019-06-26,34.69,61.12,7.53,21.39,24.94,13.32,0.76,4.15,25.3,1.45,3.01,74.0,Satisfactory
5932,Bengaluru,2019-06-27,26.44,65.51,7.51,21.17,24.37,12.55,0.72,4.27,28.6,1.2,1.93,72.0,Satisfactory
5933,Bengaluru,2019-06-28,26.98,85.13,7.01,21.09,23.98,7.99,0.68,4.78,33.5,0.94,1.58,72.0,Satisfactory
5934,Bengaluru,2019-06-29,25.37,81.98,6.35,24.27,27.38,9.02,0.72,4.7,37.55,0.5,1.39,79.0,Satisfactory
5935,Bengaluru,2019-06-30,20.16,63.53,5.14,17.51,19.15,10.04,0.63,3.91,33.55,0.36,1.15,68.0,Satisfactory
5936,Bengaluru,2019-07-01,26.89,70.15,6.08,18.8,21.32,9.92,0.71,4.63,35.0,0.39,1.36,65.0,Satisfactory
5937,Bengaluru,2019-07-02,20.79,62.01,6.09,19.94,23.04,10.46,0.73,5.37,39.44,0.4,1.33,70.0,Satisfactory
5938,Bengaluru,2019-07-03,18.25,60.9,5.89,18.61,21.1,8.4,0.7,4.98,33.59,0.45,1.52,64.0,Satisfactory
5939,Bengaluru,2019-07-04,18.92,60.19,6.44,21.98,23.35,8.71,0.79,5.09,27.13,1.16,1.73,65.0,Satisfactory
5940,Bengaluru,2019-07-05,20.9,57.46,6.03,19.92,23.66,11.62,0.7,5.03,25.86,0.79,1.6,63.0,Satisfactory
5941,Bengaluru,2019-07-06,16.65,51.06,6.2,21.47,25.96,10.2,0.76,5.32,29.0,0.5,1.65,62.0,Satisfactory
5942,Bengaluru,2019-07-07,19.38,68.71,5.33,18.38,21.55,8.26,0.75,5.3,32.8,0.85,1.36,69.0,Satisfactory
5943,Bengaluru,2019-07-08,17.24,55.7,5.42,16.23,19.26,8.74,0.76,5.8,29.35,0.64,1.42,58.0,Satisfactory
5944,Bengaluru,2019-07-09,19.53,46.87,5.88,16.78,20.78,10.19,0.86,5.41,25.43,0.74,1.66,64.0,Satisfactory
5945,Bengaluru,2019-07-10,31.67,50.35,6.02,19.9,22.32,11.63,0.78,5.79,30.18,0.86,1.34,68.0,Satisfactory
5946,Bengaluru,2019-07-11,23.49,61.32,6.71,24.25,24.61,11.9,0.84,7.22,31.66,0.63,2.06,86.0,Satisfactory
5947,Bengaluru,2019-07-12,20.95,62.33,6.06,22.71,23.18,11.9,0.79,7.87,32.12,0.53,1.82,71.0,Satisfactory
5948,Bengaluru,2019-07-13,20.39,57.91,5.27,21.27,22.77,11.76,0.75,6.01,32.55,0.44,1.35,62.0,Satisfactory
5949,Bengaluru,2019-07-14,19.18,51.48,5.39,20.0,20.69,11.64,0.74,6.77,31.64,0.56,1.24,63.0,Satisfactory
5950,Bengaluru,2019-07-15,17.84,47.39,6.14,21.24,21.59,10.92,0.8,5.93,32.19,0.5,1.68,65.0,Satisfactory
5951,Bengaluru,2019-07-16,24.91,46.99,6.8,21.88,22.16,12.2,0.8,4.12,25.04,0.55,1.76,65.0,Satisfactory
5952,Bengaluru,2019-07-17,26.83,55.0,9.37,24.84,26.64,12.84,0.82,3.9,25.39,0.68,2.44,69.0,Satisfactory
5953,Bengaluru,2019-07-18,30.97,62.36,9.88,27.45,28.31,14.47,0.85,4.16,23.45,0.65,2.87,73.0,Satisfactory
5954,Bengaluru,2019-07-19,18.98,37.85,6.92,22.61,22.72,13.99,0.67,4.42,22.89,0.51,1.76,66.0,Satisfactory
5955,Bengaluru,2019-07-20,15.96,42.66,5.09,21.56,21.45,12.36,0.63,7.4,25.53,0.61,1.14,48.0,Good
5956,Bengaluru,2019-07-21,19.24,41.46,6.43,23.64,25.39,11.87,0.67,7.96,25.98,0.4,1.03,64.0,Satisfactory
5957,Bengaluru,2019-07-22,15.91,41.71,6.7,24.64,26.02,11.03,0.69,6.1,27.44,0.36,1.11,57.0,Satisfactory
5958,Bengaluru,2019-07-23,19.14,41.62,6.94,23.99,25.31,11.49,0.75,3.98,24.3,0.4,1.38,56.0,Satisfactory
5959,Bengaluru,2019-07-24,20.89,63.75,6.44,23.42,24.67,12.15,0.67,3.69,25.88,0.58,1.19,60.0,Satisfactory
5960,Bengaluru,2019-07-25,20.67,53.24,7.12,23.58,24.76,11.97,0.77,3.63,23.94,0.5,1.6,64.0,Satisfactory
5961,Bengaluru,2019-07-26,20.33,53.25,6.92,23.49,24.97,11.62,0.73,4.09,21.84,0.44,1.34,62.0,Satisfactory
5962,Bengaluru,2019-07-27,23.21,50.99,5.66,20.93,19.66,11.85,0.64,3.87,24.81,0.39,1.36,55.0,Satisfactory
5963,Bengaluru,2019-07-28,23.3,49.13,7.2,21.15,22.03,11.46,0.71,5.9,25.68,0.31,1.21,62.0,Satisfactory
5964,Bengaluru,2019-07-29,18.61,56.25,5.18,19.89,21.39,11.72,0.68,3.82,25.3,0.32,1.24,64.0,Satisfactory
5965,Bengaluru,2019-07-30,23.14,56.4,5.84,21.54,24.17,11.9,0.72,3.95,23.02,0.52,1.47,58.0,Satisfactory
5966,Bengaluru,2019-07-31,26.99,47.37,5.7,21.64,21.49,11.74,0.66,3.58,23.67,0.75,1.6,58.0,Satisfactory
5967,Bengaluru,2019-08-01,19.87,51.46,5.12,19.76,18.94,11.1,0.69,3.68,23.76,0.56,1.34,61.0,Satisfactory
5968,Bengaluru,2019-08-02,18.45,52.16,6.62,22.04,23.57,11.78,0.75,4.34,21.7,0.43,1.39,59.0,Satisfactory
5969,Bengaluru,2019-08-03,18.13,46.6,6.99,19.08,20.69,11.18,0.65,4.05,25.31,0.35,1.24,56.0,Satisfactory
5970,Bengaluru,2019-08-04,16.26,41.66,9.14,17.21,20.51,10.68,0.69,4.08,23.02,0.49,0.99,60.0,Satisfactory
5971,Bengaluru,2019-08-05,15.08,29.63,9.97,18.83,22.65,11.23,0.65,4.26,17.14,0.45,1.54,53.0,Satisfactory
5972,Bengaluru,2019-08-06,14.76,30.58,10.3,20.9,24.66,11.72,0.71,4.38,18.42,0.47,1.36,48.0,Good
5973,Bengaluru,2019-08-07,14.94,32.65,10.1,20.29,25.36,12.83,0.78,4.52,14.32,0.45,1.43,57.0,Satisfactory
5974,Bengaluru,2019-08-08,14.31,27.28,9.42,19.56,22.47,12.92,0.67,4.1,14.25,0.72,2.23,53.0,Satisfactory
5975,Bengaluru,2019-08-09,15.53,30.16,9.06,21.17,23.29,12.13,0.71,3.44,17.32,0.33,0.93,55.0,Satisfactory
5976,Bengaluru,2019-08-10,13.63,38.48,8.61,22.07,24.99,12.32,0.72,3.53,18.47,0.33,1.21,49.0,Good
5977,Bengaluru,2019-08-11,12.95,38.27,8.35,19.08,21.33,11.74,0.61,3.57,17.76,0.44,1.28,50.0,Good
5978,Bengaluru,2019-08-12,18.62,46.51,12.49,21.34,26.78,14.07,0.78,4.06,17.11,0.76,2.22,52.0,Satisfactory
5979,Bengaluru,2019-08-13,22.1,46.9,12.63,24.49,28.97,14.28,0.93,4.13,18.88,0.48,2.17,68.0,Satisfactory
5980,Bengaluru,2019-08-14,26.64,46.08,10.13,22.95,25.42,14.27,0.81,3.5,22.74,0.36,1.54,70.0,Satisfactory
5981,Bengaluru,2019-08-15,15.63,38.14,8.64,20.93,21.81,13.18,0.69,2.97,22.46,0.35,1.6,59.0,Satisfactory
5982,Bengaluru,2019-08-16,18.63,34.85,8.64,20.7,24.55,13.51,0.76,3.49,16.92,0.47,1.94,51.0,Satisfactory
5983,Bengaluru,2019-08-17,20.79,52.0,10.77,24.71,28.58,14.78,0.9,3.7,16.32,0.66,2.03,61.0,Satisfactory
5984,Bengaluru,2019-08-18,23.25,47.66,12.4,26.34,29.87,16.35,0.85,3.66,14.77,0.76,2.04,67.0,Satisfactory
5985,Bengaluru,2019-08-19,20.73,49.59,12.5,27.88,31.49,16.63,0.88,3.85,17.67,0.52,2.37,65.0,Satisfactory
5986,Bengaluru,2019-08-20,18.28,48.73,9.79,24.0,28.57,14.41,0.98,3.8,15.63,0.68,2.63,74.0,Satisfactory
5987,Bengaluru,2019-08-21,17.04,45.86,12.94,20.38,27.03,12.61,1.06,4.86,17.45,0.48,1.87,73.0,Satisfactory
5988,Bengaluru,2019-08-22,17.3,57.03,9.03,18.74,23.82,12.29,0.83,4.84,16.68,0.49,1.87,68.0,Satisfactory
5989,Bengaluru,2019-08-23,15.08,44.78,7.84,18.23,22.24,12.69,0.85,4.64,18.5,0.67,1.93,65.0,Satisfactory
5990,Bengaluru,2019-08-24,15.29,63.42,8.07,19.16,23.84,12.39,0.77,4.8,18.52,1.24,1.65,57.0,Satisfactory
5991,Bengaluru,2019-08-25,14.98,55.99,5.28,15.48,18.18,11.29,0.58,5.48,20.37,1.55,1.43,68.0,Satisfactory
5992,Bengaluru,2019-08-26,14.14,49.29,5.95,17.29,19.29,10.86,0.72,5.42,22.91,1.41,2.42,63.0,Satisfactory
5993,Bengaluru,2019-08-27,11.42,47.0,7.18,19.78,23.79,12.1,0.71,7.1,23.6,1.66,2.14,61.0,Satisfactory
5994,Bengaluru,2019-08-28,15.3,42.17,6.49,21.27,22.89,11.62,0.63,5.11,22.94,0.9,2.15,52.0,Satisfactory
5995,Bengaluru,2019-08-29,17.22,44.99,5.15,18.4,19.69,11.37,0.64,5.43,22.19,1.16,1.98,49.0,Good
5996,Bengaluru,2019-08-30,15.01,50.6,5.76,17.69,19.78,10.31,0.71,5.01,22.84,1.12,1.61,53.0,Satisfactory
5997,Bengaluru,2019-08-31,20.82,65.26,7.24,19.48,22.6,10.46,0.79,4.89,21.78,0.9,1.53,63.0,Satisfactory
5998,Bengaluru,2019-09-01,17.64,47.85,5.73,15.11,17.09,8.94,0.67,5.24,21.03,0.65,1.22,61.0,Satisfactory
5999,Bengaluru,2019-09-02,10.98,27.78,3.7,12.39,12.58,8.81,0.64,5.3,21.01,0.52,1.05,48.0,Good
6000,Bengaluru,2019-09-03,11.18,32.65,6.38,15.56,17.74,9.5,0.73,5.21,20.36,0.52,2.49,51.0,Satisfactory
6001,Bengaluru,2019-09-04,13.01,40.46,7.04,16.9,19.57,9.34,0.72,5.33,19.94,0.62,1.59,51.0,Satisfactory
6002,Bengaluru,2019-09-05,13.84,42.24,7.56,16.5,20.44,8.86,0.79,5.18,18.43,1.19,3.76,56.0,Satisfactory
6003,Bengaluru,2019-09-06,15.34,44.08,8.05,16.14,20.57,9.22,0.88,5.36,17.88,0.82,2.71,64.0,Satisfactory
6004,Bengaluru,2019-09-07,20.16,45.38,7.3,15.83,18.87,8.43,0.79,6.09,16.27,0.62,1.65,63.0,Satisfactory
6005,Bengaluru,2019-09-08,12.63,45.47,6.0,12.36,15.67,7.49,0.79,6.15,17.38,0.67,1.27,62.0,Satisfactory
6006,Bengaluru,2019-09-09,15.92,49.54,6.98,13.9,17.26,8.79,0.78,5.78,18.74,1.25,1.7,63.0,Satisfactory
6007,Bengaluru,2019-09-10,20.67,58.85,5.4,12.3,13.55,10.59,0.73,5.49,22.64,1.45,1.91,67.0,Satisfactory
6008,Bengaluru,2019-09-11,19.51,60.37,6.57,14.46,16.19,9.56,0.72,5.11,23.25,0.88,1.57,62.0,Satisfactory
6009,Bengaluru,2019-09-12,20.53,57.11,9.86,24.3,25.64,12.42,0.8,5.18,24.32,0.41,1.41,68.0,Satisfactory
6010,Bengaluru,2019-09-13,21.84,60.43,10.46,23.38,24.74,11.91,0.86,4.94,25.03,0.67,1.7,67.0,Satisfactory
6011,Bengaluru,2019-09-14,22.29,56.94,6.61,21.87,20.68,10.94,0.76,5.58,27.33,0.77,1.3,70.0,Satisfactory
6012,Bengaluru,2019-09-15,21.74,50.11,7.52,19.46,18.78,10.07,0.78,5.31,27.56,0.41,1.19,69.0,Satisfactory
6013,Bengaluru,2019-09-16,48.41,40.74,8.0,19.11,20.07,10.48,0.82,5.11,25.41,0.42,1.59,67.0,Satisfactory
6014,Bengaluru,2019-09-17,68.71,43.3,8.98,22.09,23.99,12.24,1.0,4.84,23.88,0.55,2.16,120.0,Moderate
6015,Bengaluru,2019-09-18,22.83,63.17,6.7,22.04,23.16,13.83,0.95,4.32,26.44,0.62,1.84,92.0,Satisfactory
6016,Bengaluru,2019-09-19,23.96,59.79,6.04,20.04,21.91,16.1,0.85,4.64,31.73,0.62,1.18,82.0,Satisfactory
6017,Bengaluru,2019-09-20,19.12,56.78,11.37,23.82,26.19,17.48,0.82,4.81,30.27,0.45,1.15,67.0,Satisfactory
6018,Bengaluru,2019-09-21,22.92,68.81,7.27,24.96,27.2,14.09,0.92,5.07,31.65,0.73,1.44,74.0,Satisfactory
6019,Bengaluru,2019-09-22,19.15,53.11,14.84,27.97,37.17,14.75,1.01,4.92,31.13,0.62,2.16,81.0,Satisfactory
6020,Bengaluru,2019-09-23,24.78,50.88,17.22,38.91,48.69,16.87,1.2,5.99,34.28,0.75,3.26,91.0,Satisfactory
6021,Bengaluru,2019-09-24,17.68,36.94,11.88,33.19,36.56,14.1,1.15,5.91,43.22,0.63,2.32,100.0,Satisfactory
6022,Bengaluru,2019-09-25,13.45,32.33,7.39,24.87,26.46,15.3,0.85,4.98,34.55,0.47,1.52,81.0,Satisfactory
6023,Bengaluru,2019-09-26,16.59,41.07,10.63,20.76,26.68,13.17,0.83,4.63,30.31,0.4,1.4,64.0,Satisfactory
6024,Bengaluru,2019-09-27,32.55,75.73,10.14,28.02,32.03,14.16,1.04,4.97,33.78,0.64,2.63,83.0,Satisfactory
6025,Bengaluru,2019-09-28,26.32,78.07,7.34,26.64,27.62,14.52,0.98,4.69,42.02,0.58,2.05,99.0,Satisfactory
6026,Bengaluru,2019-09-29,38.4,87.7,4.7,22.87,21.74,14.52,0.79,5.51,41.53,0.48,1.54,93.0,Satisfactory
6027,Bengaluru,2019-09-30,23.22,53.78,5.23,19.29,17.87,13.18,0.81,5.24,34.56,0.55,1.56,73.0,Satisfactory
6028,Bengaluru,2019-10-01,34.28,68.99,11.17,25.88,29.12,14.14,1.01,4.56,38.57,0.72,2.21,88.0,Satisfactory
6029,Bengaluru,2019-10-02,17.34,36.79,13.18,32.46,35.39,13.28,0.94,6.01,40.57,0.67,2.45,92.0,Satisfactory
6030,Bengaluru,2019-10-03,26.79,52.83,12.09,35.24,37.85,15.48,1.01,5.33,50.22,0.87,3.1,95.0,Satisfactory
6031,Bengaluru,2019-10-04,41.28,58.29,18.78,41.03,51.72,16.06,1.1,4.35,49.07,1.02,3.52,104.0,Moderate
6032,Bengaluru,2019-10-05,32.73,70.53,18.64,46.1,52.79,16.86,1.13,4.22,31.39,1.26,4.65,107.0,Moderate
6033,Bengaluru,2019-10-06,27.15,55.82,14.73,33.96,36.15,14.69,0.92,3.39,37.5,0.95,4.14,85.0,Satisfactory
6034,Bengaluru,2019-10-07,35.57,60.1,26.1,37.6,46.86,15.03,1.14,4.19,34.78,1.17,3.96,88.0,Satisfactory
6035,Bengaluru,2019-10-08,24.46,39.4,8.65,28.28,26.66,14.09,0.71,3.39,46.65,0.69,2.45,92.0,Satisfactory
6036,Bengaluru,2019-10-09,31.67,46.37,31.34,39.99,53.18,15.63,0.95,4.97,40.67,0.85,3.57,89.0,Satisfactory
6037,Bengaluru,2019-10-10,73.77,70.64,12.43,36.15,37.94,18.0,0.87,4.81,34.15,1.01,3.94,146.0,Moderate
6038,Bengaluru,2019-10-11,45.16,79.81,12.32,37.89,39.71,18.91,0.83,3.94,34.94,1.11,3.77,95.0,Satisfactory
6039,Bengaluru,2019-10-12,38.44,75.75,10.61,30.58,32.46,17.39,0.83,4.47,29.02,0.82,2.56,90.0,Satisfactory
6040,Bengaluru,2019-10-13,20.84,46.8,11.38,23.0,26.36,15.76,0.79,4.48,22.31,0.71,2.0,72.0,Satisfactory
6041,Bengaluru,2019-10-14,22.61,52.98,16.56,26.95,35.28,17.97,0.85,4.18,20.5,0.96,2.81,73.0,Satisfactory
6042,Bengaluru,2019-10-15,24.94,57.89,16.25,28.5,34.84,18.72,0.83,4.42,23.94,1.1,3.37,79.0,Satisfactory
6043,Bengaluru,2019-10-16,21.73,57.38,15.17,28.28,33.44,17.09,0.72,3.85,25.81,1.12,3.51,71.0,Satisfactory
6044,Bengaluru,2019-10-17,19.3,48.38,17.76,27.52,35.63,17.01,0.85,3.74,20.66,1.1,3.46,75.0,Satisfactory
6045,Bengaluru,2019-10-18,25.83,52.13,11.2,24.42,26.37,15.22,0.71,4.83,24.17,1.05,3.1,69.0,Satisfactory
6046,Bengaluru,2019-10-19,19.25,37.64,9.17,23.99,27.14,13.73,0.72,4.63,20.61,1.33,3.71,71.0,Satisfactory
6047,Bengaluru,2019-10-20,17.2,39.02,6.82,23.31,23.16,13.23,0.52,5.72,26.13,0.89,2.5,56.0,Satisfactory
6048,Bengaluru,2019-10-21,20.71,41.14,15.04,30.13,35.45,13.8,0.85,5.78,22.97,1.37,4.19,69.0,Satisfactory
6049,Bengaluru,2019-10-22,16.46,35.11,13.68,24.22,29.48,14.84,0.83,5.59,22.81,1.11,3.22,69.0,Satisfactory
6050,Bengaluru,2019-10-23,11.71,35.91,7.89,16.97,19.84,17.04,0.83,6.07,17.5,0.82,2.21,66.0,Satisfactory
6051,Bengaluru,2019-10-24,12.57,46.46,4.34,15.8,16.05,12.27,0.76,6.39,21.49,1.07,1.75,62.0,Satisfactory
6052,Bengaluru,2019-10-25,13.43,42.75,5.68,18.11,19.56,12.32,0.83,6.37,19.33,0.95,1.4,65.0,Satisfactory
6053,Bengaluru,2019-10-26,18.21,47.6,6.8,18.89,20.81,11.69,0.74,5.76,19.0,0.61,1.31,59.0,Satisfactory
6054,Bengaluru,2019-10-27,42.44,74.17,7.74,21.32,23.05,12.84,1.01,5.26,20.17,0.77,1.86,74.0,Satisfactory
6055,Bengaluru,2019-10-28,42.44,78.91,10.63,24.6,26.91,13.82,1.04,5.38,18.21,0.71,2.43,88.0,Satisfactory
6056,Bengaluru,2019-10-29,34.24,78.0,11.34,22.99,27.53,16.13,0.97,6.61,20.89,0.67,2.32,80.0,Satisfactory
6057,Bengaluru,2019-10-30,18.77,42.23,11.91,26.91,32.16,15.45,0.98,6.42,27.66,0.57,2.12,78.0,Satisfactory
6058,Bengaluru,2019-10-31,18.62,49.95,7.39,24.47,26.76,14.41,0.87,5.73,35.18,0.45,1.93,68.0,Satisfactory
6059,Bengaluru,2019-11-01,27.42,77.15,12.02,25.98,31.75,14.01,0.9,6.0,41.88,0.47,1.64,84.0,Satisfactory
6060,Bengaluru,2019-11-02,27.1,72.41,12.02,25.19,30.28,16.17,1.08,6.16,30.92,0.57,2.01,77.0,Satisfactory
6061,Bengaluru,2019-11-03,40.0,71.78,11.18,26.32,27.98,18.0,0.99,5.46,34.6,0.89,2.58,89.0,Satisfactory
6062,Bengaluru,2019-11-04,54.83,112.73,20.78,36.74,46.01,20.29,1.26,5.53,38.89,1.34,3.59,95.0,Satisfactory
6063,Bengaluru,2019-11-05,73.88,144.98,31.44,41.5,61.74,20.46,1.48,6.15,34.78,1.66,4.33,139.0,Moderate
6064,Bengaluru,2019-11-06,94.17,142.05,26.51,38.83,53.01,20.6,1.36,5.74,55.74,0.98,3.25,169.0,Moderate
6065,Bengaluru,2019-11-07,92.21,136.66,28.33,44.07,61.28,21.68,1.38,5.9,54.15,1.81,5.31,174.0,Moderate
6066,Bengaluru,2019-11-08,69.3,110.88,17.73,38.45,47.34,22.41,1.29,6.55,42.01,1.71,4.44,159.0,Moderate
6067,Bengaluru,2019-11-09,47.14,102.59,12.78,35.19,40.02,20.88,1.07,5.61,41.92,1.59,4.0,116.0,Moderate
6068,Bengaluru,2019-11-10,52.86,102.92,11.34,30.63,31.84,20.13,1.0,5.26,41.1,0.93,3.12,96.0,Satisfactory
6069,Bengaluru,2019-11-11,61.83,117.91,8.64,33.11,34.39,20.35,0.96,5.67,57.13,0.62,1.86,124.0,Moderate
6070,Bengaluru,2019-11-12,27.77,68.96,7.02,26.07,27.22,16.45,1.0,6.13,46.59,0.42,1.39,96.0,Satisfactory
6071,Bengaluru,2019-11-13,30.39,81.26,10.37,28.6,31.5,17.33,0.93,6.37,43.84,0.66,2.02,83.0,Satisfactory
6072,Bengaluru,2019-11-14,23.32,61.17,11.88,26.92,32.14,17.36,0.92,6.12,38.82,0.75,2.17,80.0,Satisfactory
6073,Bengaluru,2019-11-15,26.33,65.78,15.95,28.61,38.17,18.25,1.1,6.02,18.93,0.74,2.54,77.0,Satisfactory
6074,Bengaluru,2019-11-16,20.62,57.92,12.03,26.87,33.07,17.27,1.01,6.16,21.06,0.69,2.24,82.0,Satisfactory
6075,Bengaluru,2019-11-17,30.7,64.16,10.09,28.0,34.06,16.75,0.84,6.37,36.16,0.69,1.81,76.0,Satisfactory
6076,Bengaluru,2019-11-18,27.07,61.85,12.69,29.65,36.43,17.29,1.01,6.8,30.81,0.72,2.18,72.0,Satisfactory
6077,Bengaluru,2019-11-19,20.23,51.01,12.61,26.77,34.15,16.19,0.96,6.55,25.97,0.66,2.12,74.0,Satisfactory
6078,Bengaluru,2019-11-20,21.12,48.76,13.06,27.06,33.42,16.37,1.05,6.93,23.22,0.73,2.49,77.0,Satisfactory
6079,Bengaluru,2019-11-21,42.28,78.55,14.45,34.02,39.94,17.57,1.19,6.68,29.31,0.93,2.93,86.0,Satisfactory
6080,Bengaluru,2019-11-22,44.17,78.49,11.39,32.14,36.86,15.81,1.06,6.26,32.59,0.73,2.2,96.0,Satisfactory
6081,Bengaluru,2019-11-23,36.68,68.13,9.67,32.05,34.86,15.22,1.01,6.44,36.87,0.56,1.8,90.0,Satisfactory
6082,Bengaluru,2019-11-24,41.18,71.69,4.45,21.45,20.72,17.36,0.9,6.17,47.58,0.2,0.85,79.0,Satisfactory
6083,Bengaluru,2019-11-25,37.44,69.94,6.37,27.71,28.88,16.71,1.17,6.81,37.89,0.34,3.63,83.0,Satisfactory
6084,Bengaluru,2019-11-26,35.44,72.66,14.25,30.62,32.97,17.52,1.0,5.87,43.3,7.6,34.24,88.0,Satisfactory
6085,Bengaluru,2019-11-27,33.02,65.25,15.29,35.64,40.58,17.13,1.22,6.34,34.88,1.29,37.66,89.0,Satisfactory
6086,Bengaluru,2019-11-28,23.08,53.29,13.08,29.76,35.02,18.19,1.04,6.31,30.99,2.8,29.42,86.0,Satisfactory
6087,Bengaluru,2019-11-29,22.97,61.34,14.39,25.68,31.74,14.77,1.0,5.38,24.82,0.93,40.69,75.0,Satisfactory
6088,Bengaluru,2019-11-30,23.25,50.92,11.74,22.84,27.09,14.15,1.03,5.46,19.8,0.82,38.94,75.0,Satisfactory
6089,Bengaluru,2019-12-01,13.46,42.5,9.63,20.19,23.27,14.09,0.93,6.35,18.54,0.66,42.98,65.0,Satisfactory
6090,Bengaluru,2019-12-02,13.96,34.67,10.32,21.53,24.48,12.97,0.94,5.99,22.64,0.66,38.23,70.0,Satisfactory
6091,Bengaluru,2019-12-03,27.28,55.3,14.0,27.81,31.57,13.63,1.11,6.03,28.88,1.15,44.55,76.0,Satisfactory
6092,Bengaluru,2019-12-04,38.2,69.48,9.9,26.87,28.23,13.85,0.96,5.33,44.53,0.73,35.35,86.0,Satisfactory
6093,Bengaluru,2019-12-05,55.45,91.85,12.88,32.39,34.22,15.19,0.94,6.48,42.62,1.1,37.71,87.0,Satisfactory
6094,Bengaluru,2019-12-06,57.3,96.47,9.71,32.59,31.36,15.1,0.94,6.69,40.61,0.79,36.06,103.0,Moderate
6095,Bengaluru,2019-12-07,39.42,71.64,12.01,32.74,34.96,14.07,1.05,7.05,30.49,0.97,36.31,89.0,Satisfactory
6096,Bengaluru,2019-12-08,23.79,52.13,8.0,26.15,26.74,12.91,0.95,8.15,28.46,0.67,34.84,68.0,Satisfactory
6097,Bengaluru,2019-12-09,21.29,56.84,10.79,29.26,30.66,13.07,1.03,6.57,29.65,0.78,35.33,70.0,Satisfactory
6098,Bengaluru,2019-12-10,20.31,55.42,9.34,27.3,28.35,12.13,1.02,6.59,33.44,0.65,34.67,74.0,Satisfactory
6099,Bengaluru,2019-12-11,28.62,63.74,9.43,29.94,29.6,15.16,0.84,5.96,31.81,0.81,27.87,73.0,Satisfactory
6100,Bengaluru,2019-12-12,28.93,67.98,8.12,28.49,27.89,12.64,0.91,5.81,37.02,0.68,37.62,77.0,Satisfactory
6101,Bengaluru,2019-12-13,30.65,71.83,8.24,26.71,27.01,13.12,0.94,6.69,35.09,0.59,33.42,74.0,Satisfactory
6102,Bengaluru,2019-12-14,23.6,60.07,9.79,25.5,27.35,12.63,0.97,6.56,28.77,0.69,32.96,74.0,Satisfactory
6103,Bengaluru,2019-12-15,25.33,66.09,7.47,23.85,23.24,12.51,0.78,6.28,34.2,0.55,31.51,68.0,Satisfactory
6104,Bengaluru,2019-12-16,24.25,59.81,11.19,25.62,27.99,12.62,0.91,7.0,30.69,0.71,31.67,69.0,Satisfactory
6105,Bengaluru,2019-12-17,27.65,61.09,11.23,28.51,31.1,12.28,1.05,6.73,30.3,0.68,32.27,69.0,Satisfactory
6106,Bengaluru,2019-12-18,42.91,84.86,11.5,31.51,34.26,13.03,1.13,6.79,32.35,0.7,28.05,82.0,Satisfactory
